103.148.25.0/24,ID,ID-JI,Trenggalek,,
103.148.24.0/24,ID,ID-JK,Jakarta,,
157.66.84.0/24,ID,ID-JI,Madiun,,
157.66.85.0/24,ID,ID-JI,Ponorogo,,
103.71.160.0/24,ID,ID-JI,Gresik,,
103.71.161.0/24,ID,ID-JI,Jombang,,
103.71.162.0/24,ID,ID-JI,Trenggalek,,
103.71.163.0/24,ID,ID-JI,Blitar,,
